Figure,Crosstalk into Red Channel,Real Red Channel,,Figure,Time (s),V,R,ccpCF V-R,ccpCF R-V,,Figure,Time (s),V,R,ccpCF V-R,ccpCF R-V,,Figure,Crosstalk into Red Channel,Real Red Channel,,Figure,Time (s),V,R,ccpCF V-R,ccpCF R-V,,Figure,Time (s),V,R,ccpCF V-R,ccpCF R-V
Figure S2a,111,192,,,,,,,,,,,,,,,,FigureS2d,111,192,,,,,,,,,,,,,,
Figure S2a,120,207,,,,,,,,,,,,,,,,FigureS2d,120,207,,,,,,,,,,,,,,
Figure S2a,114,187,,,,,,,,,,,,,,,,FigureS2d,114,187,,,,,,,,,,,,,,
Figure S2a,112,171,,,,,,,,,,,,,,,,FigureS2d,112,171,,,,,,,,,,,,,,
Figure S2a,138,144,,,,,,,,,,,,,,,,FigureS2d,138,144,,,,,,,,,,,,,,
Figure S2a,155,135,,,,,,,,,,,,,,,,FigureS2d,155,135,,,,,,,,,,,,,,
Figure S2a,128,116,,,,,,,,,,,,,,,,FigureS2d,128,116,,,,,,,,,,,,,,
Figure S2a,140,112,,,,,,,,,,,,,,,,FigureS2d,140,112,,,,,,,,,,,,,,
Figure S2a,168,134,,,,,,,,,,,,,,,,FigureS2d,168,134,,,,,,,,,,,,,,
Figure S2a,174,148,,,,,,,,,,,,,,,,FigureS2d,174,148,,,,,,,,,,,,,,
Figure S2a,150,154,,,,,,,,,,,,,,,,FigureS2d,150,154,,,,,,,,,,,,,,
Figure S2a,145,127,,,,,,,,,,,,,,,,FigureS2d,145,127,,,,,,,,,,,,,,
Figure S2a,149,121,,,,,,,,,,,,,,,,FigureS2d,149,121,,,,,,,,,,,,,,
Figure S2a,101,152,,,,,,,,,,,,,,,,FigureS2d,101,152,,,,,,,,,,,,,,
Figure S2a,151,165,,,,,,,,,,,,,,,,FigureS2d,151,165,,,,,,,,,,,,,,
Figure S2a,167,161,,,,,,,,,,,,,,,,FigureS2d,167,161,,,,,,,,,,,,,,
Figure S2a,168,177,,,,,,,,,,,,,,,,FigureS2d,168,177,,,,,,,,,,,,,,
Figure S2a,171,174,,,,,,,,,,,,,,,,FigureS2d,171,174,,,,,,,,,,,,,,
Figure S2a,165,179,,,,,,,,,,,,,,,,FigureS2d,165,179,,,,,,,,,,,,,,
Figure S2a,192,173,,,,,,,,,,,,,,,,FigureS2d,192,173,,,,,,,,,,,,,,
Figure S2a,196,186,,,,,,,,,,,,,,,,FigureS2d,196,186,,,,,,,,,,,,,,
Figure S2a,135,196,,,,,,,,,,,,,,,,FigureS2d,135,196,,,,,,,,,,,,,,
Figure S2a,167,185,,,,,,,,,,,,,,,,FigureS2d,167,185,,,,,,,,,,,,,,
Figure S2a,148,159,,,,,,,,,,,,,,,,FigureS2d,148,159,,,,,,,,,,,,,,
Figure S2a,174,182,,,,,,,,,,,,,,,,FigureS2d,174,182,,,,,,,,,,,,,,
Figure S2a,166,188,,,,,,,,,,,,,,,,FigureS2d,166,188,,,,,,,,,,,,,,
Figure S2a,177,167,,,,,,,,,,,,,,,,FigureS2d,177,167,,,,,,,,,,,,,,
Figure S2a,190,148,,,,,,,,,,,,,,,,FigureS2d,190,148,,,,,,,,,,,,,,
Figure S2a,164,137,,,,,,,,,,,,,,,,FigureS2d,164,137,,,,,,,,,,,,,,
Figure S2a,151,116,,,,,,,,,,,,,,,,FigureS2d,151,116,,,,,,,,,,,,,,
Figure S2a,171,138,,,,,,,,,,,,,,,,FigureS2d,171,138,,,,,,,,,,,,,,
Figure S2a,156,109,,,,,,,,,,,,,,,,FigureS2d,156,109,,,,,,,,,,,,,,
Figure S2a,144,118,,,,,,,,,,,,,,,,FigureS2d,144,118,,,,,,,,,,,,,,
Figure S2a,180,126,,,,,,,,,,,,,,,,FigureS2d,180,126,,,,,,,,,,,,,,
Figure S2a,145,121,,,,,,,,,,,,,,,,FigureS2d,145,121,,,,,,,,,,,,,,
Figure S2a,213,136,,,,,,,,,,,,,,,,FigureS2d,213,136,,,,,,,,,,,,,,
Figure S2a,140,129,,,,,,,,,,,,,,,,FigureS2d,140,129,,,,,,,,,,,,,,
Figure S2a,164,167,,,,,,,,,,,,,,,,FigureS2d,164,167,,,,,,,,,,,,,,
Figure S2a,171,133,,,,,,,,,,,,,,,,FigureS2d,171,133,,,,,,,,,,,,,,
Figure S2a,135,123,,,,,,,,,,,,,,,,FigureS2d,135,123,,,,,,,,,,,,,,
Figure S2a,151,109,,,,,,,,,,,,,,,,FigureS2d,151,109,,,,,,,,,,,,,,
Figure S2a,124,171,,,,,,,,,,,,,,,,FigureS2d,124,171,,,,,,,,,,,,,,
Figure S2a,159,109,,,,,,,,,,,,,,,,FigureS2d,159,109,,,,,,,,,,,,,,
Figure S2a,138,133,,,,,,,,,,,,,,,,FigureS2d,138,133,,,,,,,,,,,,,,
Figure S2a,157,133,,,,,,,,,,,,,,,,FigureS2d,157,133,,,,,,,,,,,,,,
Figure S2a,167,142,,,,,,,,,,,,,,,,FigureS2d,167,142,,,,,,,,,,,,,,
Figure S2a,143,154,,,,,,,,,,,,,,,,FigureS2d,143,154,,,,,,,,,,,,,,
Figure S2a,167,157,,,,,,,,,,,,,,,,FigureS2d,167,157,,,,,,,,,,,,,,
Figure S2a,120,152,,,,,,,,,,,,,,,,FigureS2d,120,152,,,,,,,,,,,,,,
Figure S2a,155,158,,,,,,,,,,,,,,,,FigureS2d,155,158,,,,,,,,,,,,,,
Figure S2a,142,172,,,,,,,,,,,,,,,,FigureS2d,142,172,,,,,,,,,,,,,,
Figure S2a,131,146,,,,,,,,,,,,,,,,FigureS2d,131,146,,,,,,,,,,,,,,
Figure S2a,157,154,,,,,,,,,,,,,,,,FigureS2d,157,154,,,,,,,,,,,,,,
Figure S2a,165,159,,,,,,,,,,,,,,,,FigureS2d,165,159,,,,,,,,,,,,,,
Figure S2a,172,156,,,,,,,,,,,,,,,,FigureS2d,172,156,,,,,,,,,,,,,,
Figure S2a,160,117,,,,,,,,,,,,,,,,FigureS2d,160,117,,,,,,,,,,,,,,
Figure S2a,168,160,,,,,,,,,,,,,,,,FigureS2d,168,160,,,,,,,,,,,,,,
Figure S2a,158,167,,,,,,,,,,,,,,,,FigureS2d,158,167,,,,,,,,,,,,,,
Figure S2a,176,156,,,,,,,,,,,,,,,,FigureS2d,176,156,,,,,,,,,,,,,,
Figure S2a,187,140,,,,,,,,,,,,,,,,FigureS2d,187,140,,,,,,,,,,,,,,
Figure S2a,163,165,,,,,,,,,,,,,,,,FigureS2d,163,165,,,,,,,,,,,,,,
Figure S2a,169,136,,,,,,,,,,,,,,,,FigureS2d,169,136,,,,,,,,,,,,,,
Figure S2a,173,149,,,,,,,,,,,,,,,,FigureS2d,173,149,,,,,,,,,,,,,,
Figure S2a,140,162,,,,,,,,,,,,,,,,FigureS2d,140,162,,,,,,,,,,,,,,
Figure S2a,114,194,,,,,,,,,,,,,,,,FigureS2d,114,194,,,,,,,,,,,,,,
Figure S2a,142,140,,,,,,,,,,,,,,,,FigureS2d,142,140,,,,,,,,,,,,,,
Figure S2a,140,174,,,,,,,,,,,,,,,,FigureS2d,140,174,,,,,,,,,,,,,,
Figure S2a,117,165,,,,,,,,,,,,,,,,FigureS2d,117,165,,,,,,,,,,,,,,
Figure S2a,144,158,,,,,,,,,,,,,,,,FigureS2d,144,158,,,,,,,,,,,,,,
Figure S2a,183,162,,,,,,,,,,,,,,,,FigureS2d,183,162,,,,,,,,,,,,,,
Figure S2a,113,143,,,,,,,,,,,,,,,,FigureS2d,113,143,,,,,,,,,,,,,,
Figure S2a,126,134,,,,,,,,,,,,,,,,FigureS2d,126,134,,,,,,,,,,,,,,
Figure S2a,127,156,,,,,,,,,,,,,,,,FigureS2d,127,156,,,,,,,,,,,,,,
Figure S2a,145,158,,,,,,,,,,,,,,,,FigureS2d,145,158,,,,,,,,,,,,,,
Figure S2a,120,168,,,,,,,,,,,,,,,,FigureS2d,120,168,,,,,,,,,,,,,,
Figure S2a,159,143,,,,,,,,,,,,,,,,FigureS2d,159,143,,,,,,,,,,,,,,
Figure S2a,139,166,,,,,,,,,,,,,,,,FigureS2d,139,166,,,,,,,,,,,,,,
Figure S2a,135,192,,,,,,,,,,,,,,,,FigureS2d,135,192,,,,,,,,,,,,,,
Figure S2a,175,198,,,,,,,,,,,,,,,,FigureS2d,175,198,,,,,,,,,,,,,,
Figure S2a,180,186,,,,,,,,,,,,,,,,FigureS2d,180,186,,,,,,,,,,,,,,
Figure S2a,194,181,,,,,,,,,,,,,,,,FigureS2d,194,181,,,,,,,,,,,,,,
Figure S2a,188,125,,,,,,,,,,,,,,,,FigureS2d,188,125,,,,,,,,,,,,,,
Figure S2a,179,140,,,,,,,,,,,,,,,,FigureS2d,179,140,,,,,,,,,,,,,,
Figure S2a,174,132,,,,,,,,,,,,,,,,FigureS2d,174,132,,,,,,,,,,,,,,
Figure S2a,188,145,,,,,,,,,,,,,,,,FigureS2d,188,145,,,,,,,,,,,,,,
Figure S2a,135,156,,,,,,,,,,,,,,,,FigureS2d,135,156,,,,,,,,,,,,,,
Figure S2a,178,162,,,,,,,,,,,,,,,,FigureS2d,178,162,,,,,,,,,,,,,,
Figure S2a,169,163,,,,,,,,,,,,,,,,FigureS2d,169,163,,,,,,,,,,,,,,
Figure S2a,178,194,,,,,,,,,,,,,,,,FigureS2d,178,194,,,,,,,,,,,,,,
Figure S2a,153,160,,,,,,,,,,,,,,,,FigureS2d,153,160,,,,,,,,,,,,,,
Figure S2a,155,159,,,,,,,,,,,,,,,,FigureS2d,155,159,,,,,,,,,,,,,,
Figure S2a,162,201,,,,,,,,,,,,,,,,FigureS2d,162,201,,,,,,,,,,,,,,
Figure S2a,152,222,,,,,,,,,,,,,,,,FigureS2d,152,222,,,,,,,,,,,,,,
Figure S2a,168,176,,,,,,,,,,,,,,,,FigureS2d,168,176,,,,,,,,,,,,,,
Figure S2a,173,207,,,,,,,,,,,,,,,,FigureS2d,173,207,,,,,,,,,,,,,,
Figure S2a,117,153,,,,,,,,,,,,,,,,FigureS2d,117,153,,,,,,,,,,,,,,
Figure S2a,134,188,,,,,,,,,,,,,,,,FigureS2d,134,188,,,,,,,,,,,,,,
Figure S2a,182,168,,,,,,,,,,,,,,,,FigureS2d,182,168,,,,,,,,,,,,,,
Figure S2a,145,196,,,,,,,,,,,,,,,,FigureS2d,145,196,,,,,,,,,,,,,,
Figure S2a,152,158,,,,,,,,,,,,,,,,FigureS2d,152,158,,,,,,,,,,,,,,
Figure S2a,160,166,,,,,,,,,,,,,,,,FigureS2d,160,166,,,,,,,,,,,,,,
Figure S2a,165,165,,,,,,,,,,,,,,,,FigureS2d,165,165,,,,,,,,,,,,,,
Figure S2a,136,159,,,,,,,,,,,,,,,,FigureS2d,136,159,,,,,,,,,,,,,,
Figure S2a,153,165,,,,,,,,,,,,,,,,FigureS2d,153,165,,,,,,,,,,,,,,
Figure S2a,147,161,,,,,,,,,,,,,,,,FigureS2d,147,161,,,,,,,,,,,,,,
Figure S2a,149,144,,,,,,,,,,,,,,,,FigureS2d,149,144,,,,,,,,,,,,,,
Figure S2a,176,170,,,,,,,,,,,,,,,,FigureS2d,176,170,,,,,,,,,,,,,,
Figure S2a,200,166,,,,,,,,,,,,,,,,FigureS2d,200,166,,,,,,,,,,,,,,
Figure S2a,172,159,,,,,,,,,,,,,,,,FigureS2d,172,159,,,,,,,,,,,,,,
Figure S2a,186,177,,,,,,,,,,,,,,,,FigureS2d,186,177,,,,,,,,,,,,,,
Figure S2a,152,160,,,,,,,,,,,,,,,,FigureS2d,152,160,,,,,,,,,,,,,,
Figure S2a,157,173,,,,,,,,,,,,,,,,FigureS2d,157,173,,,,,,,,,,,,,,
Figure S2a,145,162,,,,,,,,,,,,,,,,FigureS2d,145,162,,,,,,,,,,,,,,
Figure S2a,124,121,,,,,,,,,,,,,,,,FigureS2d,124,121,,,,,,,,,,,,,,
Figure S2a,136,148,,,,,,,,,,,,,,,,FigureS2d,136,148,,,,,,,,,,,,,,
Figure S2a,168,166,,,,,,,,,,,,,,,,FigureS2d,168,166,,,,,,,,,,,,,,
Figure S2a,126,166,,,,,,,,,,,,,,,,FigureS2d,126,166,,,,,,,,,,,,,,
Figure S2a,111,176,,,,,,,,,,,,,,,,FigureS2d,111,176,,,,,,,,,,,,,,
Figure S2a,116,176,,,,,,,,,,,,,,,,FigureS2d,116,176,,,,,,,,,,,,,,
Figure S2a,141,186,,,,,,,,,,,,,,,,FigureS2d,141,186,,,,,,,,,,,,,,
Figure S2a,152,181,,,,,,,,,,,,,,,,FigureS2d,152,181,,,,,,,,,,,,,,
Figure S2a,165,150,,,,,,,,,,,,,,,,FigureS2d,165,150,,,,,,,,,,,,,,
Figure S2a,157,182,,,,,,,,,,,,,,,,FigureS2d,157,182,,,,,,,,,,,,,,
Figure S2a,152,185,,,,,,,,,,,,,,,,FigureS2d,152,185,,,,,,,,,,,,,,
Figure S2a,149,198,,,,,,,,,,,,,,,,FigureS2d,149,198,,,,,,,,,,,,,,
Figure S2a,150,157,,,,,,,,,,,,,,,,FigureS2d,150,157,,,,,,,,,,,,,,
Figure S2a,175,160,,,,,,,,,,,,,,,,FigureS2d,175,160,,,,,,,,,,,,,,
Figure S2a,189,135,,,,,,,,,,,,,,,,FigureS2d,189,135,,,,,,,,,,,,,,
Figure S2a,185,161,,,,,,,,,,,,,,,,FigureS2d,185,161,,,,,,,,,,,,,,
Figure S2a,165,129,,,,,,,,,,,,,,,,FigureS2d,165,129,,,,,,,,,,,,,,
Figure S2a,149,124,,,,,,,,,,,,,,,,FigureS2d,149,124,,,,,,,,,,,,,,
Figure S2a,156,163,,,,,,,,,,,,,,,,FigureS2d,156,163,,,,,,,,,,,,,,
Figure S2a,152,168,,,,,,,,,,,,,,,,FigureS2d,152,168,,,,,,,,,,,,,,
Figure S2a,166,167,,,,,,,,,,,,,,,,FigureS2d,166,167,,,,,,,,,,,,,,
Figure S2a,146,186,,,,,,,,,,,,,,,,FigureS2d,146,186,,,,,,,,,,,,,,
Figure S2a,141,178,,,,,,,,,,,,,,,,FigureS2d,141,178,,,,,,,,,,,,,,
Figure S2a,148,134,,,,,,,,,,,,,,,,FigureS2d,148,134,,,,,,,,,,,,,,
Figure S2a,134,130,,,,,,,,,,,,,,,,FigureS2d,134,130,,,,,,,,,,,,,,
Figure S2a,164,146,,,,,,,,,,,,,,,,FigureS2d,164,146,,,,,,,,,,,,,,
Figure S2a,163,169,,,,,,,,,,,,,,,,FigureS2d,163,169,,,,,,,,,,,,,,
Figure S2a,150,171,,,,,,,,,,,,,,,,FigureS2d,150,171,,,,,,,,,,,,,,
Figure S2a,185,174,,,,,,,,,,,,,,,,FigureS2d,185,174,,,,,,,,,,,,,,
Figure S2a,144,197,,,,,,,,,,,,,,,,FigureS2d,144,197,,,,,,,,,,,,,,
Figure S2a,136,165,,,,,,,,,,,,,,,,FigureS2d,136,165,,,,,,,,,,,,,,
Figure S2a,185,178,,,,,,,,,,,,,,,,FigureS2d,185,178,,,,,,,,,,,,,,
Figure S2a,163,207,,,,,,,,,,,,,,,,FigureS2d,163,207,,,,,,,,,,,,,,
Figure S2a,158,173,,,,,,,,,,,,,,,,FigureS2d,158,173,,,,,,,,,,,,,,
Figure S2a,172,157,,,,,,,,,,,,,,,,FigureS2d,172,157,,,,,,,,,,,,,,
Figure S2a,162,163,,,,,,,,,,,,,,,,FigureS2d,162,163,,,,,,,,,,,,,,
Figure S2a,180,175,,,,,,,,,,,,,,,,FigureS2d,180,175,,,,,,,,,,,,,,
Figure S2a,190,159,,,,,,,,,,,,,,,,FigureS2d,190,159,,,,,,,,,,,,,,
Figure S2a,172,163,,,,,,,,,,,,,,,,FigureS2d,172,163,,,,,,,,,,,,,,
Figure S2a,171,149,,,,,,,,,,,,,,,,FigureS2d,171,149,,,,,,,,,,,,,,
Figure S2a,151,146,,,,,,,,,,,,,,,,FigureS2d,151,146,,,,,,,,,,,,,,
Figure S2a,175,167,,,,,,,,,,,,,,,,FigureS2d,175,167,,,,,,,,,,,,,,
Figure S2a,184,198,,,,,,,,,,,,,,,,FigureS2d,184,198,,,,,,,,,,,,,,
Figure S2a,178,153,,,,,,,,,,,,,,,,FigureS2d,178,153,,,,,,,,,,,,,,
Figure S2a,185,168,,,,,,,,,,,,,,,,FigureS2d,185,168,,,,,,,,,,,,,,
Figure S2a,176,121,,,,,,,,,,,,,,,,FigureS2d,176,121,,,,,,,,,,,,,,
Figure S2a,190,140,,,,,,,,,,,,,,,,FigureS2d,190,140,,,,,,,,,,,,,,
Figure S2a,164,170,,,,,,,,,,,,,,,,FigureS2d,164,170,,,,,,,,,,,,,,
Figure S2a,168,133,,,,,,,,,,,,,,,,FigureS2d,168,133,,,,,,,,,,,,,,
Figure S2a,150,177,,,,,,,,,,,,,,,,FigureS2d,150,177,,,,,,,,,,,,,,
Figure S2a,183,159,,,,,,,,,,,,,,,,FigureS2d,183,159,,,,,,,,,,,,,,
Figure S2a,160,152,,,,,,,,,,,,,,,,FigureS2d,160,152,,,,,,,,,,,,,,
Figure S2a,171,133,,,,,,,,,,,,,,,,FigureS2d,171,133,,,,,,,,,,,,,,
Figure S2a,153,149,,,,,,,,,,,,,,,,FigureS2d,153,149,,,,,,,,,,,,,,
Figure S2a,182,168,,,,,,,,,,,,,,,,FigureS2d,182,168,,,,,,,,,,,,,,
Figure S2a,174,134,,,,,,,,,,,,,,,,FigureS2d,174,134,,,,,,,,,,,,,,
Figure S2a,181,137,,,,,,,,,,,,,,,,FigureS2d,181,137,,,,,,,,,,,,,,
Figure S2a,187,150,,,,,,,,,,,,,,,,FigureS2d,187,150,,,,,,,,,,,,,,
Figure S2a,194,138,,,,,,,,,,,,,,,,FigureS2d,194,138,,,,,,,,,,,,,,
Figure S2a,145,156,,,,,,,,,,,,,,,,FigureS2d,145,156,,,,,,,,,,,,,,
Figure S2a,162,153,,,,,,,,,,,,,,,,FigureS2d,162,153,,,,,,,,,,,,,,
Figure S2a,142,162,,,,,,,,,,,,,,,,FigureS2d,142,162,,,,,,,,,,,,,,
Figure S2a,155,146,,,,,,,,,,,,,,,,FigureS2d,155,146,,,,,,,,,,,,,,
Figure S2a,167,136,,,,,,,,,,,,,,,,FigureS2d,167,136,,,,,,,,,,,,,,
Figure S2a,160,147,,,,,,,,,,,,,,,,FigureS2d,160,147,,,,,,,,,,,,,,
Figure S2a,189,135,,,,,,,,,,,,,,,,FigureS2d,189,135,,,,,,,,,,,,,,
Figure S2a,164,145,,,,,,,,,,,,,,,,FigureS2d,164,145,,,,,,,,,,,,,,
Figure S2a,169,146,,,,,,,,,,,,,,,,FigureS2d,169,146,,,,,,,,,,,,,,
Figure S2a,171,145,,,,,,,,,,,,,,,,FigureS2d,171,145,,,,,,,,,,,,,,
Figure S2a,163,196,,,,,,,,,,,,,,,,FigureS2d,163,196,,,,,,,,,,,,,,
Figure S2a,146,200,,,,,,,,,,,,,,,,FigureS2d,146,200,,,,,,,,,,,,,,
Figure S2a,168,170,,,,,,,,,,,,,,,,FigureS2d,168,170,,,,,,,,,,,,,,
Figure S2a,167,202,,,,,,,,,,,,,,,,FigureS2d,167,202,,,,,,,,,,,,,,
Figure S2a,193,133,,,,,,,,,,,,,,,,FigureS2d,193,133,,,,,,,,,,,,,,
Figure S2a,188,173,,,,,,,,,,,,,,,,FigureS2d,188,173,,,,,,,,,,,,,,
Figure S2a,172,180,,,,,,,,,,,,,,,,FigureS2d,172,180,,,,,,,,,,,,,,
Figure S2a,153,159,,,,,,,,,,,,,,,,FigureS2d,153,159,,,,,,,,,,,,,,
Figure S2a,194,184,,,,,,,,,,,,,,,,FigureS2d,194,184,,,,,,,,,,,,,,
Figure S2a,198,183,,,,,,,,,,,,,,,,FigureS2d,198,183,,,,,,,,,,,,,,
Figure S2a,158,171,,,,,,,,,,,,,,,,FigureS2d,158,171,,,,,,,,,,,,,,
Figure S2a,189,152,,,,,,,,,,,,,,,,FigureS2d,189,152,,,,,,,,,,,,,,
Figure S2a,203,199,,,,,,,,,,,,,,,,FigureS2d,203,199,,,,,,,,,,,,,,
Figure S2a,194,181,,,,,,,,,,,,,,,,FigureS2d,194,181,,,,,,,,,,,,,,
Figure S2a,159,170,,,,,,,,,,,,,,,,FigureS2d,159,170,,,,,,,,,,,,,,
Figure S2a,167,177,,,,,,,,,,,,,,,,FigureS2d,167,177,,,,,,,,,,,,,,
Figure S2a,189,147,,,,,,,,,,,,,,,,FigureS2d,189,147,,,,,,,,,,,,,,
Figure S2a,237,153,,,,,,,,,,,,,,,,FigureS2d,237,153,,,,,,,,,,,,,,
Figure S2a,194,169,,,,,,,,,,,,,,,,FigureS2d,194,169,,,,,,,,,,,,,,
Figure S2a,224,145,,,,,,,,,,,,,,,,FigureS2d,224,145,,,,,,,,,,,,,,
Figure S2a,187,129,,,,,,,,,,,,,,,,FigureS2d,187,129,,,,,,,,,,,,,,
Figure S2a,182,144,,,,,,,,,,,,,,,,FigureS2d,182,144,,,,,,,,,,,,,,
Figure S2a,210,190,,,,,,,,,,,,,,,,FigureS2d,210,190,,,,,,,,,,,,,,
Figure S2a,199,174,,,,,,,,,,,,,,,,FigureS2d,199,174,,,,,,,,,,,,,,
Figure S2a,234,174,,,,,,,,,,,,,,,,FigureS2d,234,174,,,,,,,,,,,,,,
Figure S2a,229,147,,,,,,,,,,,,,,,,FigureS2d,229,147,,,,,,,,,,,,,,
Figure S2a,182,173,,,,,,,,,,,,,,,,FigureS2d,182,173,,,,,,,,,,,,,,
Figure S2a,241,123,,,,,,,,,,,,,,,,FigureS2d,241,123,,,,,,,,,,,,,,
Figure S2a,201,138,,,,,,,,,,,,,,,,FigureS2d,201,138,,,,,,,,,,,,,,
Figure S2a,225,117,,,,,,,,,,,,,,,,FigureS2d,225,117,,,,,,,,,,,,,,
Figure S2a,205,192,,,,,,,,,,,,,,,,FigureS2d,205,192,,,,,,,,,,,,,,
Figure S2a,193,143,,,,,,,,,,,,,,,,FigureS2d,193,143,,,,,,,,,,,,,,
Figure S2a,199,177,,,,,,,,,,,,,,,,FigureS2d,199,177,,,,,,,,,,,,,,
Figure S2a,185,118,,,,,,,,,,,,,,,,FigureS2d,185,118,,,,,,,,,,,,,,
Figure S2a,186,129,,,,,,,,,,,,,,,,FigureS2d,186,129,,,,,,,,,,,,,,
Figure S2a,168,112,,,,,,,,,,,,,,,,FigureS2d,168,112,,,,,,,,,,,,,,
Figure S2a,174,143,,,,,,,,,,,,,,,,FigureS2d,174,143,,,,,,,,,,,,,,
Figure S2a,183,145,,,,,,,,,,,,,,,,FigureS2d,183,145,,,,,,,,,,,,,,
Figure S2a,163,155,,,,,,,,,,,,,,,,FigureS2d,163,155,,,,,,,,,,,,,,
Figure S2a,153,128,,,,,,,,,,,,,,,,FigureS2d,153,128,,,,,,,,,,,,,,
Figure S2a,152,156,,,,,,,,,,,,,,,,FigureS2d,152,156,,,,,,,,,,,,,,
Figure S2a,180,136,,,,,,,,,,,,,,,,FigureS2d,180,136,,,,,,,,,,,,,,
Figure S2a,155,158,,,,,,,,,,,,,,,,FigureS2d,155,158,,,,,,,,,,,,,,
Figure S2a,181,178,,,,,,,,,,,,,,,,FigureS2d,181,178,,,,,,,,,,,,,,
Figure S2a,164,152,,,,,,,,,,,,,,,,FigureS2d,164,152,,,,,,,,,,,,,,
Figure S2a,149,154,,,,,,,,,,,,,,,,FigureS2d,149,154,,,,,,,,,,,,,,
Figure S2a,201,171,,,,,,,,,,,,,,,,FigureS2d,201,171,,,,,,,,,,,,,,
Figure S2a,163,187,,,,,,,,,,,,,,,,FigureS2d,163,187,,,,,,,,,,,,,,
Figure S2a,148,175,,,,,,,,,,,,,,,,FigureS2d,148,175,,,,,,,,,,,,,,
Figure S2a,137,181,,,,,,,,,,,,,,,,FigureS2d,137,181,,,,,,,,,,,,,,
Figure S2a,171,196,,,,,,,,,,,,,,,,FigureS2d,171,196,,,,,,,,,,,,,,
Figure S2a,180,183,,,,,,,,,,,,,,,,FigureS2d,180,183,,,,,,,,,,,,,,
Figure S2a,180,161,,,,,,,,,,,,,,,,FigureS2d,180,161,,,,,,,,,,,,,,
Figure S2a,189,178,,,,,,,,,,,,,,,,FigureS2d,189,178,,,,,,,,,,,,,,
Figure S2a,134,154,,,,,,,,,,,,,,,,FigureS2d,134,154,,,,,,,,,,,,,,
Figure S2a,152,176,,,,,,,,,,,,,,,,FigureS2d,152,176,,,,,,,,,,,,,,
Figure S2a,125,183,,,,,,,,,,,,,,,,FigureS2d,125,183,,,,,,,,,,,,,,
Figure S2a,125,212,,,,,,,,,,,,,,,,FigureS2d,125,212,,,,,,,,,,,,,,
Figure S2a,106,219,,,,,,,,,,,,,,,,FigureS2d,106,219,,,,,,,,,,,,,,
Figure S2a,136,182,,,,,,,,,,,,,,,,FigureS2d,136,182,,,,,,,,,,,,,,
Figure S2a,132,205,,,,,,,,,,,,,,,,FigureS2d,132,205,,,,,,,,,,,,,,
Figure S2a,131,220,,,,,,,,,,,,,,,,FigureS2d,131,220,,,,,,,,,,,,,,
Figure S2a,125,198,,,,,,,,,,,,,,,,FigureS2d,125,198,,,,,,,,,,,,,,
Figure S2a,169,187,,,,,,,,,,,,,,,,FigureS2d,169,187,,,,,,,,,,,,,,
Figure S2a,174,181,,,,,,,,,,,,,,,,FigureS2d,174,181,,,,,,,,,,,,,,
Figure S2a,169,212,,,,,,,,,,,,,,,,FigureS2d,169,212,,,,,,,,,,,,,,
Figure S2a,165,162,,,,,,,,,,,,,,,,FigureS2d,165,162,,,,,,,,,,,,,,
Figure S2a,203,208,,,,,,,,,,,,,,,,FigureS2d,203,208,,,,,,,,,,,,,,
Figure S2a,193,233,,,,,,,,,,,,,,,,FigureS2d,193,233,,,,,,,,,,,,,,
Figure S2a,187,229,,,,,,,,,,,,,,,,FigureS2d,187,229,,,,,,,,,,,,,,
Figure S2a,168,162,,,,,,,,,,,,,,,,FigureS2d,168,162,,,,,,,,,,,,,,
Figure S2a,146,140,,,,,,,,,,,,,,,,FigureS2d,146,140,,,,,,,,,,,,,,
Figure S2a,149,154,,,,,,,,,,,,,,,,FigureS2d,149,154,,,,,,,,,,,,,,
Figure S2a,138,167,,,,,,,,,,,,,,,,FigureS2d,138,167,,,,,,,,,,,,,,
Figure S2a,165,166,,,,,,,,,,,,,,,,FigureS2d,165,166,,,,,,,,,,,,,,
Figure S2a,155,166,,,,,,,,,,,,,,,,FigureS2d,155,166,,,,,,,,,,,,,,
Figure S2a,144,111,,,,,,,,,,,,,,,,FigureS2d,144,111,,,,,,,,,,,,,,
